still	bridge	f6b7baa9-5f69-43eb-9d8c-eadf80b7c23f
still	robert	374fc42f-144d-4278-9f67-ca62dabcdb87
still	jaime	8075f45e-29f4-4dc7-9af5-0bbb6010f3d9
still	kingsguard	6d895fea-585a-415e-803f-008986ca51fc
still	goldcloak	e15830e5-43a6-41c5-b90a-958f71a59e30
anim	jon_idle	job:343e2a85-c52a-41ad-9250-f7d837e675a2
anim	ghost_pup_idle	job:5cddac5e-781c-4234-b1ca-5bd9a4be0e34
anim	direwolf_pups	job:58b5cc25-59d4-4973-898a-0bc6e2eb68de
still	tyrion	c3d0decb-1ba5-41a3-9613-d232b4e2aadc
still	joffrey	2c5f3846-9dc6-4eba-a936-5b1959386b17
still	sandor	218c96f4-20f8-4e7d-8260-4b1cb095833d
still	wells	c26c7838-124e-4376-8b92-fa4a5e6818b0
still	nyra_covered	7d56fb3a-f755-4124-a664-9d9e66fd0ae3
still	wheelhouse	74286b18-c308-4e6f-947e-5d3db3f2b949
still	banner_baratheon	094289b0-d2a7-4481-aa1c-d849a712d14b
still	banner_lannister	113079e3-dc12-4b74-9150-aaac30760b5e
anim	robert_idle	job:6e5e19c7-decf-44e7-ad8a-ea94886a879a
anim	jaime_idle	job:c8412a8b-6e1c-440a-83a0-1030054df4d2
anim	kingsguard_idle	job:246beb2d-c355-4757-ac1a-99f3577c8122
anim	goldcloak_idle	job:1e2f2899-29c1-47da-a3c4-db609549c795
anim	tyrion_idle	job:f4589946-c821-42fd-929b-8029e01ae37c
anim	joffrey_idle	job:7d565e83-a477-49eb-8dbb-8e2f49e680f1
anim	sandor_idle	job:388333b9-51af-429a-92a6-b3caf37b2da4
anim	wells_idle	job:a013c9a5-d685-442a-8d94-40f0f9223a30
anim	nyra_covered_idle	job:dcee14ad-3cf5-4aaf-9aaa-65990243832b
anim	banner_baratheon_idle	job:343ef50d-80ea-4845-a215-cdab450ea934
anim	banner_lannister_idle	job:0ff1a965-ad82-452c-a081-4c4012bfe260
still	guard_kneel	ae552675-ad58-43f6-b491-d84b893aa487
still	torren_kneel	e10d1f8d-cca6-4b34-8bc8-d5cbd321f2d2
still	crypt_tileset	1ff42cc8-3d02-40c8-9500-ef7f59431e23
still	crypt_king	524394a3-e1b0-4c05-ba43-72df1126f1fc
still	lyanna_statue	4b6c7fe8-63b6-4aa2-a0ef-2e56b6b859f0
still	crypt_stair	f33d2218-ab24-4d75-826f-efa3c96435a9
still	torren_torch	d47eb9b1-7b1d-44f1-bd6b-9bf0a58dfd2e
anim	torren_torch_idle	job:de5d3357-f6cc-4605-8905-6b9214bd2f39
still	hall_wall	908d90c4-1875-4c11-a1c4-34d06e9b1549
still	high_table	ac78d1eb-d8f9-4a43-ba54-be3ac0d2d7ab
still	hearth	0263c0a3-d812-4fc6-a7b1-28ec27ef645a
still	hall_tileset	81dd39b5-5c2b-4adb-9aa5-5eeaec5be4ae
anim	hearth_fire	job:04d2c101-99f9-41d5-8bb5-93c5e6ef56c0
still	diner_ale	3dabc1cb-6e1c-420c-9084-c6570eebd60b
still	diner_bread	cf55f6ea-8d1c-43b9-ace0-51bf3f312979
still	diner_woman	cac73f12-3b4f-406d-844b-d0df8c1e2d24
still	nyra_jug_side	eba125cd-1c8c-4056-8d5a-919b0fae08a7
anim	diner_ale_idle	job:92aef4a0-4f5a-4a2b-8451-e69864b2d29a
anim	diner_bread_idle	job:b0d97153-5711-48ad-a22b-7eb8df755296
anim	diner_woman_idle	job:dfd0559f-3abc-4fd7-905f-0dcc3d0be1fd
anim	nyra_jug_walk	job:693cceae-b4cb-4a15-969d-4953497ac2fb
still	benjen	d9204559-8223-425c-8fa7-dff41b7b0eec
still	lannister_soldier	addddf31-7f88-4dbe-a888-e45b8c3d4623
still	catelyn	618fda29-0320-497e-9f3a-76456405704c
still	torren_lances_side	ae911fe1-e27e-40b9-8c3f-b78a0a24f01b
anim	benjen_idle	job:4d3372ba-ed73-435b-be6c-ef4e03d61112
anim	lannister_soldier_idle	job:39148e15-5705-40be-a909-37973ab97367
anim	catelyn_idle	job:0b2abca6-2fd5-477f-96ca-08451144ace5
anim	torren_lances_walk	job:7274fbe2-c1b2-4cf0-b81b-108a2f47f37a
still	tower_climber	16daab53-0432-47f2-a450-f81ea54c8d50
still	black_pool	e91dfc1e-058c-46ef-870b-f1796bd5d240
still	pup_howl	37817683-c620-48a0-8c49-236cfa06c59d
still	nyra_trunk	8e89bba2-df7b-469e-9a58-19f1e9a87da9
anim	pup_howl_anim	job:8a853f32-3dd3-4730-995c-a1e3e32e3b4e
anim	nyra_trunk_anim	job:6e29de2d-4aa2-4431-a9d8-0cfbae3d3153
still	wagon	c3be7ab6-ef1f-46f9-9a1f-e5bcf57785d7
still	trunks	4e617b31-1806-4ef1-b5d1-6b09756a9249
still	wall_tileset	aabea4d8-a3ed-4e30-bad1-ba16c16ef48a
still	battlements	c726a7ae-bd5f-4072-a6cd-3bcc1f7423bc
